message,sentiment,origin,emotion
"i'm currently having exactly the same issue with monotouch and that's why i found your question. i get the very same exception as you do. this makes me assume that i'm not facing a monotouch issue but a basic (mis)behavior of xibs/cocoatouch. so the answer is: no, it is not possible. very sad though. renã:copyright:",-1,emothion_gold_standard,sadness
"i have been told in the past some compilers don't initialize all elements to 0 with 'foo[n]={0};' - i've never found such a compiler, so maybe it's an urban legend. :) memset() yup shoulda done that. ironically i looked for a memset equivalent in glib, so i don't know why i didn't use it.",0,SentiCR,
awesome answer! very helpful,0,emothion_gold_standard,love
excellent - cool,0,emothion_gold_standard,joy
"from my experiences so far, i've concluded that the html5 manifest scheme was really terribly designed. my site serves a manifest file when a user is logged in. unfortunately, when they log out, they can still access the cached protected materials. can anyone think of a way to fix this?",-1,emothion_gold_standard,anger
"suppose i am an administrator, i will look into the log file to find what is happening in vdsm. you can not suppose administrator to check the console or the code to know this. imo, every faulty path should have a log in the log file. you can argue that many places in vdsm are not doing these, but it is a good practice for system service program.",-1,SentiCR,
"i store ranges in mysql db, but a lot of queries to mysql for getting provider name - it's terrible :(",-1,emothion_gold_standard,sadness
^^ by the way - best of luck! i'm not there yet. will be ready to launch soon though...,0,emothion_gold_standard,love
"i see that over on this question there is a request to say how to do something using linq to see if a property matches in a collection. however, is this the fastest reasonable process by which to do this? i will be deploying something that requires a certain amount of resource management, and i want the application to be as responsive as can be, without making the code terribly hard to decipher when someone else, or myself come back to it later.",-1,emothion_gold_standard,anger
"not currently. it's somewhat different from what the current reference data approach uses, as i guess that you would want to generate that state using some code that is not part of the test (since if you can generate the state with code that runs anywhere, you do not really benefit from serialization). generic serialization is also a significant amount of code, even if straightforward (and with c++, it requires some careful thinking on what kind of constraints it enforces on the serializable types, unless you make the object itself responsible for the serialization).",0,SentiCR,
"thanks martin, i will do it. it will look much better.",0,SentiCR,
"if another person says nunit, i am gonna puke! where tf did you people learn to read?",-1,emothion_gold_standard,anger
that was from something else - that apparently the fragmentmanager holds on to fragments. but you're right - it doesn't make any difference one way or the other. nice library by the way - extremely useful!,0,emothion_gold_standard,love
"oops, forgot abot that! but excellent stuff! thanx for your time and patience nonnb!",0,emothion_gold_standard,love
"this is an absolutely horrid wart in the api, but it's never going away.",-1,emothion_gold_standard,anger
"this isn't worthy of an ""answer"", but i thought i'd mention: many of the interfaces i've really enjoyed have been minimalistic -- there's almost nothing for me to see. like quicksilver for os x.",-1,emothion_gold_standard,anger
actually this is tricky to use an enum because this is going to be mostly dynamic based on the content of the images folder.,0,SentiCR,
